country,year,gdpPercap,lifeExp,code,log_gdppc
Brazil,1912,1590,32.6,br,2.5993371329924893
Chile,1912,4450,32.2,cl,3.046300019652969
Colombia,1912,1480,33.1,co,2.568201724066995
Costa Rica,1912,2170,35.6,cr,2.734399742520567
Cuba,1912,3270,36.1,cu,2.912487761332324
Dominican Republic,1912,1100,31.3,do,2.439332693830263
Ecuador,1912,1000,34.2,ec,2.3979400086720375
El Salvador,1912,2120,29.2,sv,2.724275869600789
Guatemala,1912,1820,25.6,gt,2.6580113966571126
Honduras,1912,2190,35.2,hn,2.738384123512156
Mexico,1912,2540,28.4,mx,2.8027737252919755
Nicaragua,1912,2590,26.3,ni,2.8112397727532894
Panama,1912,2400,33.5,pa,2.7781512503836434
Paraguay,1912,2650,36.4,py,2.8211858826088454
Peru,1912,2650,34.1,pe,2.8211858826088454
Spain,1912,3060,43.5,es,2.8836614351536176
Uruguay,1912,9090,32.9,uy,3.356503891894005
Venezuela,1912,1450,32.6,ve,2.5593080109070123
Argentina,1913,8230,44.8,ar,3.3133398438843074
Bolivia,1913,2070,34.4,bo,2.7139103541289553
Brazil,1913,1600,32.6,br,2.6020599913279625
Chile,1913,4470,32.3,cl,3.048247531803974
Colombia,1913,1500,33.1,co,2.574031267727719
Costa Rica,1913,2200,35.6,cr,2.7403626894942437
Cuba,1913,3360,36.3,cu,2.9242792860618816
Dominican Republic,1913,1110,31.3,do,2.443262987458695
Ecuador,1913,1030,34.2,ec,2.41077723337721
El Salvador,1913,2130,29.2,sv,2.726319612110775
Guatemala,1913,1830,25.6,gt,2.6603910984024672
Honduras,1913,2220,35.2,hn,2.7442929831226763
Mexico,1913,2390,28.9,mx,2.7763379096201755
Nicaragua,1913,2620,26.4,ni,2.816241299991783
Panama,1913,2420,33.5,pa,2.781755374652469
Paraguay,1913,2680,36.5,py,2.8260748027008264
Peru,1913,2690,34,pe,2.8276922886744456
Spain,1913,3170,42.5,es,2.898999270889789
Uruguay,1913,8520,32.9,uy,3.3283796034387376
Venezuela,1913,1660,32.6,ve,2.6180480967120925
Argentina,1914,7000,45.3,ar,3.2430380486862944
Bolivia,1914,2090,34.4,bo,2.7180862947830917
Brazil,1914,1530,32.6,br,2.5826314394896364
Chile,1914,3730,32.3,cl,2.9696488404807253
Colombia,1914,1520,33.2,co,2.57978359661681
Costa Rica,1914,2220,35.6,cr,2.7442929831226763
Cuba,1914,3450,36.6,cu,2.935759103745312
Dominican Republic,1914,1130,31.4,do,2.4510184521554574
Ecuador,1914,1070,34.2,ec,2.427323786357247
El Salvador,1914,2150,29.2,sv,2.730378468587643
Guatemala,1914,1850,25.6,gt,2.6651117370750512
Honduras,1914,2250,35.3,hn,2.7501225267834
Mexico,1914,2390,29.3,mx,2.7763379096201755
Nicaragua,1914,2650,26.4,ni,2.8211858826088454
Panama,1914,2450,33.5,pa,2.78710609303657
Paraguay,1914,2710,36.5,py,2.8309092995464433
Peru,1914,2620,34,pe,2.816241299991783
Spain,1914,3110,42.8,es,2.890700397698875
Uruguay,1914,6780,32.9,uy,3.229169702539101
Venezuela,1914,1440,32.6,ve,2.5563025007672873
Argentina,1915,6710,45.9,ar,3.2246625288410296
Bolivia,1915,2100,34.4,bo,2.720159303405957
Brazil,1915,1500,32.6,br,2.574031267727719
Chile,1915,3560,32.4,cl,2.949390006644913
Colombia,1915,1540,33.2,co,2.5854607295085006
Costa Rica,1915,2250,35.6,cr,2.7501225267834
Cuba,1915,3550,36.8,cu,2.9481683617271317
Dominican Republic,1915,1140,31.4,do,2.45484486000851
Ecuador,1915,1100,34.3,ec,2.439332693830263
El Salvador,1915,2170,29.2,sv,2.734399742520567
Guatemala,1915,1860,25.6,gt,2.667452952889954
Honduras,1915,2280,35.3,hn,2.7558748556724915
Mexico,1915,2360,29.7,mx,2.7708520116421442
Nicaragua,1915,2680,26.4,ni,2.8260748027008264
Panama,1915,2480,33.5,pa,2.792391689498254
Paraguay,1915,2750,36.5,py,2.8372727025023003
Peru,1915,2800,33.9,pe,2.845098040014257
Spain,1915,3150,43,es,2.896250562461638
Uruguay,1915,6270,32.9,uy,3.195207549502754
Venezuela,1915,1470,32.6,ve,2.5652573434202135
Argentina,1916,6360,46.6,ar,3.2013971243204513
Bolivia,1916,2120,34.5,bo,2.724275869600789
Brazil,1916,1470,32.6,br,2.5652573434202135
Chile,1916,4310,32.5,cl,3.032417278832769
Colombia,1916,1570,33.2,co,2.5938396610812715
Costa Rica,1916,2270,35.6,cr,2.7539658658651605
Cuba,1916,3640,37,cu,2.9590413923210934
Dominican Republic,1916,1160,31.4,do,2.462397997898956
Ecuador,1916,1130,34.3,ec,2.4510184521554574
El Salvador,1916,2190,29.3,sv,2.738384123512156
Guatemala,1916,1880,25.5,gt,2.6720978579357175
Honduras,1916,2300,35.3,hn,2.7596678446896306
Mexico,1916,2540,30.2,mx,2.8027737252919755
Nicaragua,1916,2700,26.4,ni,2.829303772831025
Panama,1916,2510,33.8,pa,2.797613730153076
Paraguay,1916,2780,36.5,py,2.8419848045901137
Peru,1916,3030,33.9,pe,2.8793826371743427
Spain,1916,3280,43.9,es,2.9138138523837167
Uruguay,1916,6320,32.9,uy,3.1986570869544226
Venezuela,1916,1380,32.6,ve,2.537819095073274
Argentina,1917,5700,47.4,ar,3.153814864344529
Bolivia,1917,2150,34.5,bo,2.730378468587643
Brazil,1917,1570,32.6,br,2.5938396610812715
Chile,1917,4340,32.5,cl,3.0354297381845483
Colombia,1917,1590,33.3,co,2.5993371329924893
Costa Rica,1917,2300,35.6,cr,2.7596678446896306
Cuba,1917,3740,37.3,cu,2.9708116108725178
Dominican Republic,1917,1180,31.5,do,2.469822015978163
Ecuador,1917,1160,34.3,ec,2.462397997898956
El Salvador,1917,2210,29.3,sv,2.742332282357148
Guatemala,1917,1890,25.5,gt,2.674401812845282
Honduras,1917,2330,35.4,hn,2.7652959296980564
Mexico,1917,2660,30.6,mx,2.8228216453031045
Nicaragua,1917,2730,26.2,ni,2.8341026557127935
Panama,1917,2530,34,pa,2.8010605298478555
Paraguay,1917,2820,36.5,py,2.848189116991399
Peru,1917,3090,33.9,pe,2.887898488096872
Spain,1917,3230,42.5,es,2.9071425310031405
Uruguay,1917,6800,32.9,uy,3.230448921378274
Venezuela,1917,1600,32.6,ve,2.6020599913279625
Argentina,1918,6600,41.4,ar,3.2174839442139063
Bolivia,1918,2170,30.5,bo,2.734399742520567
Brazil,1918,1490,27.5,br,2.5711262770843115
Chile,1918,4340,28.6,cl,3.0354297381845483
Colombia,1918,1630,29.4,co,2.6101276130759956
Costa Rica,1918,2320,31.5,cr,2.7634279935629373
Cuba,1918,3840,24.2,cu,2.9822712330395684
Dominican Republic,1918,1200,20.4,do,2.4771212547196626
Ecuador,1918,1190,30.4,ec,2.4734869700645685
El Salvador,1918,2220,25.9,sv,2.7442929831226763
Guatemala,1918,1910,9.58,gt,2.678973375919765
Honduras,1918,2360,31.3,hn,2.7708520116421442
Mexico,1918,2760,18.3,mx,2.838849090737255
Nicaragua,1918,2760,23.2,ni,2.838849090737255
Panama,1918,2560,30,pa,2.806179973983887
Paraguay,1918,2850,32.3,py,2.8527848686805477
Peru,1918,3050,29.9,pe,2.8822398480188234
Spain,1918,3190,30.2,es,2.901730691729219
Uruguay,1918,7020,30.6,uy,3.244277120801843
Venezuela,1918,1580,29.6,ve,2.59659709562646
Argentina,1919,6680,49,ar,3.2227164711475833
Bolivia,1919,2190,34.6,bo,2.738384123512156
Brazil,1919,1570,32.7,br,2.5938396610812715
Chile,1919,3670,32.3,cl,2.962606072924127
Colombia,1919,1720,33.3,co,2.6334684555795866
Costa Rica,1919,2350,35.6,cr,2.7690078709437738
Cuba,1919,3940,37.7,cu,2.9934362304976116
Dominican Republic,1919,1220,31.5,do,2.484299839346786
Ecuador,1919,1230,34.4,ec,2.4878451201114355
El Salvador,1919,2240,29.3,sv,2.7481880270062002
Guatemala,1919,1920,25.5,gt,2.681241237375587
Honduras,1919,2390,35.4,hn,2.7763379096201755
Mexico,1919,2870,31.5,mx,2.85582190540603
Nicaragua,1919,2790,25.8,ni,2.8435442119456353
Panama,1919,2590,34.4,pa,2.8112397727532894
Paraguay,1919,2890,36.6,py,2.8588378514285853
Peru,1919,3090,33.8,pe,2.887898488096872
Spain,1919,3200,41,es,2.9030899869919438
Uruguay,1919,7730,32.9,uy,3.2861195025903625
Venezuela,1919,1470,32.7,ve,2.5652573434202135
Argentina,1920,7000,49.8,ar,3.2430380486862944
Bolivia,1920,2210,34.6,bo,2.742332282357148
Brazil,1920,1720,32.7,br,2.6334684555795866
Chile,1920,4090,32.2,cl,3.0096633166793794
Colombia,1920,1780,33.3,co,2.6483600109809315
Costa Rica,1920,2380,35.7,cr,2.7745169657285498
Cuba,1920,4040,38,cu,3.0043213737826426
Dominican Republic,1920,1230,31.6,do,2.4878451201114355
Ecuador,1920,1260,34.4,ec,2.4983105537896004
El Salvador,1920,2260,29.3,sv,2.7520484478194387
Guatemala,1920,1940,25.5,gt,2.6857417386022635
Honduras,1920,2420,35.5,hn,2.781755374652469
Mexico,1920,3060,31.9,mx,2.8836614351536176
Nicaragua,1920,2820,25.6,ni,2.848189116991399
Panama,1920,2620,34.6,pa,2.816241299991783
Paraguay,1920,2930,36.6,py,2.864807629026147
Peru,1920,3060,33.7,pe,2.8836614351536176
Spain,1920,3420,39.2,es,2.931966114728173
Uruguay,1920,6550,32.9,uy,3.2141813086638207
Venezuela,1920,1750,32.7,ve,2.640978057358332
Argentina,1921,6900,50.3,ar,3.2367890994092927
Bolivia,1921,2230,34.6,bo,2.746244871720198
Brazil,1921,1700,32.7,br,2.6283889300503116
Chile,1921,3490,32.1,cl,2.9407654356312176
Colombia,1921,1830,33.4,co,2.6603910984024672
Costa Rica,1921,2280,36.4,cr,2.7558748556724915
Cuba,1921,4190,38.3,cu,3.020154031638333
Dominican Republic,1921,1260,31.6,do,2.4983105537896004
Ecuador,1921,1310,34.4,ec,2.515211304327802
El Salvador,1921,2230,29.3,sv,2.746244871720198
Guatemala,1921,2100,25.5,gt,2.720159303405957
Honduras,1921,2380,35.5,hn,2.7745169657285498
Mexico,1921,3050,32.4,mx,2.8822398480188234
Nicaragua,1921,2930,25.4,ni,2.864807629026147
Panama,1921,2650,34.8,pa,2.8211858826088454
Paraguay,1921,2960,36.6,py,2.8692317197309762
Peru,1921,3110,33.7,pe,2.890700397698875
Spain,1921,3500,41.9,es,2.942008053022313
Uruguay,1921,6650,32.9,uy,3.220761653975142
Venezuela,1921,1740,32.7,ve,2.6384892569546374
Argentina,1922,7180,50.7,ar,3.254064452914338
Bolivia,1922,2250,34.7,bo,2.7501225267834
Brazil,1922,1780,32.7,br,2.6483600109809315
Chile,1922,3570,32,cl,2.9506082247842307
Colombia,1922,1890,33.4,co,2.674401812845282
Costa Rica,1922,2480,37.1,cr,2.792391689498254
Cuba,1922,4340,38.5,cu,3.0354297381845483
Dominican Republic,1922,1280,31.6,do,2.505149978319906
Ecuador,1922,1350,34.5,ec,2.5282737771670436
El Salvador,1922,2300,29.3,sv,2.7596678446896306
Guatemala,1922,1960,25.5,gt,2.690196080028514
Honduras,1922,2490,35.5,hn,2.794139355767774
Mexico,1922,3080,32.8,mx,2.886490725172482
Nicaragua,1922,2640,26,ni,2.8195439355418688
Panama,1922,2690,35.1,pa,2.8276922886744456
Paraguay,1922,3000,36.6,py,2.8750612633917
Peru,1922,3290,33.7,pe,2.915135906622012
Spain,1922,3630,44.1,es,2.95784663370815
Uruguay,1922,7350,32.9,uy,3.2642273477562327
Venezuela,1922,1800,32.7,ve,2.6532125137753435
Argentina,1923,7680,51.2,ar,3.2833012287035497
Bolivia,1923,2270,34.7,bo,2.7539658658651605
Brazil,1923,1880,32.7,br,2.6720978579357175
Chile,1923,4230,33.1,cl,3.0242803760470798
Colombia,1923,1950,33.4,co,2.687974620034556
Costa Rica,1923,2250,37.9,cr,2.7501225267834
Cuba,1923,4490,38.8,cu,3.0501863496753607
Dominican Republic,1923,1300,31.7,do,2.5118833609788744
Ecuador,1923,1400,34.5,ec,2.5440680443502757
El Salvador,1923,2350,29.3,sv,2.7690078709437738
Guatemala,1923,2140,25.5,gt,2.7283537820212285
Honduras,1923,2380,35.5,hn,2.7745169657285498
Mexico,1923,3140,33.7,mx,2.8948696567452528
Nicaragua,1923,2820,26.6,ni,2.848189116991399
Panama,1923,2720,35.3,pa,2.832508912706236
Paraguay,1923,3030,36.7,py,2.8793826371743427
Peru,1923,3430,33.6,pe,2.9332341287148083
Spain,1923,3660,44.6,es,2.9614210940664485
Uruguay,1923,7480,32.9,uy,3.271841606536499
Venezuela,1923,2070,32.7,ve,2.7139103541289553
Argentina,1924,7970,51.7,ar,3.2993983300681498
Bolivia,1924,2300,34.7,bo,2.7596678446896306
Brazil,1924,1850,32.7,br,2.6651117370750512
Chile,1924,4480,34.2,cl,3.0492180226701815
Colombia,1924,1990,33.4,co,2.6967930850817443
Costa Rica,1924,2520,38.6,cr,2.7993405494535817
Cuba,1924,4640,39.1,cu,3.0644579892269186
Dominican Republic,1924,1320,31.7,do,2.5185139398778875
Ecuador,1924,1450,34.5,ec,2.5593080109070123
El Salvador,1924,2450,29.3,sv,2.78710609303657
Guatemala,1924,2280,25.5,gt,2.7558748556724915
Honduras,1924,2160,35.6,hn,2.7323937598229686
Mexico,1924,3050,33,mx,2.8822398480188234
Nicaragua,1924,2940,27.2,ni,2.8662873390841948
Panama,1924,2750,35.5,pa,2.8372727025023003
Paraguay,1924,3070,36.7,py,2.885078384149224
Peru,1924,3660,33.6,pe,2.9614210940664485
Spain,1924,3750,46.2,es,2.9719712763997563
Uruguay,1924,7910,32.9,uy,3.2961164921697144
Venezuela,1924,2470,32.7,ve,2.7906369619317033
Argentina,1925,7630,52.1,ar,3.280464546626918
Bolivia,1925,2320,34.8,bo,2.7634279935629373
Brazil,1925,1800,32.8,br,2.6532125137753435
Chile,1925,4600,35.3,cl,3.060697840353612
Colombia,1925,2030,33.5,co,2.7054360465852505
Costa Rica,1925,2460,39.3,cr,2.788875115775417
Cuba,1925,4790,39.4,cu,3.0782755220866007
Dominican Republic,1925,1340,31.7,do,2.525044807036845
Ecuador,1925,1490,34.6,ec,2.5711262770843115
El Salvador,1925,2230,29.4,sv,2.746244871720198
Guatemala,1925,2210,25.5,gt,2.742332282357148
Honduras,1925,2510,35.6,hn,2.797613730153076
Mexico,1925,3190,32.3,mx,2.901730691729219
Nicaragua,1925,3240,27.8,ni,2.90848501887865
Panama,1925,2790,35.7,pa,2.8435442119456353
Paraguay,1925,3100,36.7,py,2.88930170250631
Peru,1925,3660,33.5,pe,2.9614210940664485
Spain,1925,3960,46.8,es,2.99563519459755
Uruguay,1925,7330,32.9,uy,3.2630439833131657
Venezuela,1925,3160,32.7,ve,2.8976270912904414
Argentina,1926,7720,52.5,ar,3.285557309007774
Bolivia,1926,2340,34.8,bo,2.7671558660821804
Brazil,1926,1830,32.8,br,2.6603910984024672
Chile,1926,4150,36.4,cl,3.0159881053841304
Colombia,1926,2160,33.5,co,2.7323937598229686
Costa Rica,1926,2670,40.1,cr,2.824451270036613
Cuba,1926,4950,40,cu,3.0925452076056064
Dominican Republic,1926,1370,31.8,do,2.534660575828444
Ecuador,1926,1540,34.6,ec,2.5854607295085006
El Salvador,1926,2570,29.4,sv,2.807873132003332
Guatemala,1926,2210,25.5,gt,2.742332282357148
Honduras,1926,2450,35.6,hn,2.78710609303657
Mexico,1926,3340,34.4,mx,2.921686475483602
Nicaragua,1926,2780,28.3,ni,2.8419848045901137
Panama,1926,2820,35.9,pa,2.848189116991399
Paraguay,1926,3140,36.7,py,2.8948696567452528
Peru,1926,3930,33.5,pe,2.992332559047464
Spain,1926,3930,47.6,es,2.992332559047464
Uruguay,1926,7720,34.2,uy,3.285557309007774
Venezuela,1926,3770,32.7,ve,2.9742813588778305
Argentina,1927,7990,52.8,ar,3.300486787986029
Bolivia,1927,2360,34.8,bo,2.7708520116421442
Brazil,1927,1980,32.8,br,2.694605198933569
Chile,1927,4010,37.5,cl,3.00108438129222
Colombia,1927,2280,33.5,co,2.7558748556724915
Costa Rica,1927,2430,40.8,cr,2.7835462822703496
Cuba,1927,5100,40.6,cu,3.1055101847699738
Dominican Republic,1927,1390,31.8,do,2.540954808926133
Ecuador,1927,1580,34.6,ec,2.59659709562646
El Salvador,1927,2220,29.4,sv,2.7442929831226763
Guatemala,1927,2330,25.5,gt,2.7652959296980564
Honduras,1927,2650,35.7,hn,2.8211858826088454
Mexico,1927,3140,40.6,mx,2.8948696567452528
Nicaragua,1927,2790,28.9,ni,2.8435442119456353
Panama,1927,2860,36.1,pa,2.8543060418010806
Paraguay,1927,3170,36.8,py,2.898999270889789
Peru,1927,3900,33.5,pe,2.989004615698537
Spain,1927,4250,48.4,es,3.026328938722349
Uruguay,1927,8520,35.5,uy,3.3283796034387376
Venezuela,1927,3980,32.9,ve,2.9978230807457256
Argentina,1928,8190,53.1,ar,3.311223910432456
Bolivia,1928,2390,34.9,bo,2.7763379096201755
Brazil,1928,2140,32.8,br,2.7283537820212285
Chile,1928,4840,37.8,cl,3.0827853703164503
Colombia,1928,2380,33.5,co,2.7745169657285498
Costa Rica,1928,2500,41.5,cr,2.7958800173440754
Cuba,1928,5260,41.1,cu,3.1189257528257768
Dominican Republic,1928,1420,31.8,do,2.550228353055094
Ecuador,1928,1630,34.6,ec,2.6101276130759956
El Salvador,1928,2530,29.4,sv,2.8010605298478555
Guatemala,1928,2350,25.5,gt,2.7690078709437738
Honduras,1928,2910,35.7,hn,2.861832997657945
Mexico,1928,3120,34.8,mx,2.8920946026904804
Nicaragua,1928,3530,29.5,ni,2.9457147140598603
Panama,1928,2890,36.4,pa,2.8588378514285853
Paraguay,1928,3210,36.8,py,2.90444504107691
Peru,1928,4050,33.4,pe,3.005395031886706
Spain,1928,4250,48.5,es,3.026328938722349
Uruguay,1928,8660,36.8,uy,3.3354579006893843
Venezuela,1928,4510,33.1,ve,3.0521165505499983
Argentina,1929,8280,53.4,ar,3.315970345456918
Bolivia,1929,2410,34.9,bo,2.779957051246906
Brazil,1929,2100,32.8,br,2.720159303405957
Chile,1929,5000,38.2,cl,3.0969100130080562
Colombia,1929,2380,33.6,co,2.7745169657285498
Costa Rica,1929,2350,42.3,cr,2.7690078709437738
Cuba,1929,5420,41.7,cu,3.1319392952104246
Dominican Republic,1929,1440,31.9,do,2.5563025007672873
Ecuador,1929,1680,34.7,ec,2.6232492903979003
El Salvador,1929,2490,29.4,sv,2.794139355767774
Guatemala,1929,2600,25.4,gt,2.8129133566428557
Honduras,1929,2820,35.7,hn,2.848189116991399
Mexico,1929,2950,35.7,mx,2.8677620246502005
Nicaragua,1929,3880,30.1,ni,2.9867717342662448
Panama,1929,2930,36.6,pa,2.864807629026147
Paraguay,1929,3250,36.8,py,2.909823369650912
Peru,1929,4360,33.4,pe,3.037426497940624
Spain,1929,4530,49.4,es,3.0540382106848694
Uruguay,1929,8430,38.1,uy,3.32376758329678
Venezuela,1929,4980,33.3,ve,3.095169351431755
Argentina,1930,7650,53.8,ar,3.281601443825655
Bolivia,1930,2430,34.9,bo,2.7835462822703496
Brazil,1930,2000,32.8,br,2.6989700043360187
Chile,1930,4130,38.5,cl,3.0138900603284386
Colombia,1930,2320,33.6,co,2.7634279935629373
Costa Rica,1930,2420,43,cr,2.781755374652469
Cuba,1930,5060,42.3,cu,3.1020905255118367
Dominican Republic,1930,1460,31.9,do,2.5622928644564746
Ecuador,1930,1720,34.7,ec,2.6334684555795866
El Salvador,1930,2500,29.4,sv,2.7958800173440754
Guatemala,1930,2680,25.4,gt,2.8260748027008264
Honduras,1930,2940,35.8,hn,2.8662873390841948
Mexico,1930,2720,36.5,mx,2.832508912706236
Nicaragua,1930,3130,30.7,ni,2.8934843462184863
Panama,1930,2960,36.8,pa,2.8692317197309762
Paraguay,1930,3290,36.8,py,2.915135906622012
Peru,1930,3760,33.4,pe,2.9731278535996988
Spain,1930,4350,49.2,es,3.036429265626675
Uruguay,1930,9310,39.5,uy,3.36688968965338
Venezuela,1930,4980,33.5,ve,3.095169351431755
Argentina,1931,6920,53.8,ar,3.2380461031287955
Bolivia,1931,2460,34.9,bo,2.788875115775417
Brazil,1931,1870,33.3,br,2.6697816152085365
Chile,1931,3200,38.9,cl,2.9030899869919438
Colombia,1931,2240,34.2,co,2.7481880270062002
Costa Rica,1931,2350,43.5,cr,2.7690078709437738
Cuba,1931,4250,42.9,cu,3.026328938722349
Dominican Republic,1931,1490,31.9,do,2.5711262770843115
Ecuador,1931,1760,34.7,ec,2.6434526764861874
El Salvador,1931,2200,30.2,sv,2.7403626894942437
Guatemala,1931,2440,25.4,gt,2.785329835010767
Honduras,1931,2930,36.2,hn,2.864807629026147
Mexico,1931,2770,38,mx,2.840419777736486
Nicaragua,1931,2890,31.3,ni,2.8588378514285853
Panama,1931,3000,37.5,pa,2.8750612633917
Paraguay,1931,3330,36.8,py,2.9203842421783577
Peru,1931,3370,33.3,pe,2.925569909543376
Spain,1931,4220,49.1,es,3.0232524596337114
Uruguay,1931,7480,40.8,uy,3.271841606536499
Venezuela,1931,4160,33.6,ve,3.0170333392987803
Argentina,1932,6510,53.8,ar,3.2115209972402297
Bolivia,1932,2480,35,bo,2.792391689498254
Brazil,1932,1900,33.8,br,2.6766936096248664
Chile,1932,2660,39.2,cl,2.8228216453031045
Colombia,1932,2350,34.9,co,2.7690078709437738
Costa Rica,1932,2130,44,cr,2.726319612110775
Cuba,1932,3400,43.6,cu,2.929418925714293
Dominican Republic,1932,1510,31.9,do,2.576916955965207
Ecuador,1932,1810,34.8,ec,2.655618583541222
El Salvador,1932,1960,30.9,sv,2.690196080028514
Guatemala,1932,2080,25.4,gt,2.716003343634799
Honduras,1932,2570,36.6,hn,2.807873132003332
Mexico,1932,2310,38.7,mx,2.761551988564182
Nicaragua,1932,2600,31.9,ni,2.8129133566428557
Panama,1932,3030,38.2,pa,2.8793826371743427
Paraguay,1932,3360,36.9,py,2.9242792860618816
Peru,1932,3160,33.3,pe,2.8976270912904414
Spain,1932,4300,51,es,3.031408464251624
Uruguay,1932,6750,42.1,uy,3.2272437815030623
Venezuela,1932,4270,33.8,ve,3.0283678836970616
Argentina,1933,6640,53.7,ar,3.220108088040055
Bolivia,1933,2510,35,bo,2.797613730153076
Brazil,1933,2010,34.3,br,2.7011360660925265
Chile,1933,3210,39.3,cl,2.90444504107691
Colombia,1933,2440,35.5,co,2.785329835010767
Costa Rica,1933,2490,44.5,cr,2.794139355767774
Cuba,1933,3660,44.2,cu,2.9614210940664485
Dominican Republic,1933,1540,32,do,2.5854607295085006
Ecuador,1933,1850,34.8,ec,2.6651117370750512
El Salvador,1933,2190,31.7,sv,2.738384123512156
Guatemala,1933,2040,25.4,gt,2.7075701760979363
Honduras,1933,2360,37,hn,2.7708520116421442
Mexico,1933,2540,37.6,mx,2.8027737252919755
Nicaragua,1933,3220,32.5,ni,2.9057958803678687
Panama,1933,3070,38.9,pa,2.885078384149224
Paraguay,1933,3400,38.5,py,2.929418925714293
Peru,1933,3430,33.2,pe,2.9332341287148083
Spain,1933,4190,51.5,es,3.020154031638333
Uruguay,1933,5740,43.4,uy,3.156851901070011
Venezuela,1933,4160,34,ve,3.0170333392987803
Argentina,1934,6990,53.7,ar,3.242417184417719
Bolivia,1934,2530,35,bo,2.8010605298478555
Brazil,1934,2130,34.8,br,2.726319612110775
Chile,1934,3810,39.4,cl,2.978864984347657
Colombia,1934,2550,36.1,co,2.804480189105993
Costa Rica,1934,2160,45,cr,2.7323937598229686
Cuba,1934,4290,44.8,cu,3.030397300856762
Dominican Republic,1934,1570,32,do,2.5938396610812715
Ecuador,1934,1900,34.8,ec,2.6766936096248664
El Salvador,1934,2230,32.5,sv,2.746244871720198
Guatemala,1934,2270,25.4,gt,2.7539658658651605
Honduras,1934,2260,37.4,hn,2.7520484478194387
Mexico,1934,2670,38.5,mx,2.824451270036613
Nicaragua,1934,2880,33,ni,2.8573324964312685
Panama,1934,3110,39.5,pa,2.890700397698875
Paraguay,1934,3440,40,py,2.934498451243568
Peru,1934,3790,33.2,pe,2.97657921864011
Spain,1934,4330,52.1,es,3.034427905025403
Uruguay,1934,6650,44.7,uy,3.220761653975142
Venezuela,1934,4390,34.2,ve,3.040404528914159
Argentina,1935,7110,53.7,ar,3.249809609401804
Bolivia,1935,2560,35.1,bo,2.806179973983887
Brazil,1935,2140,35.3,br,2.7283537820212285
Chile,1935,3950,39.5,cl,2.9945371042984976
Colombia,1935,2560,36.8,co,2.806179973983887
Costa Rica,1935,2300,45.5,cr,2.7596678446896306
Cuba,1935,4990,45.5,cu,3.0960405542954277
Dominican Republic,1935,1590,32,do,2.5993371329924893
Ecuador,1935,1940,34.9,ec,2.6857417386022635
El Salvador,1935,2420,33.2,sv,2.781755374652469
Guatemala,1935,2570,26.1,gt,2.807873132003332
Honduras,1935,2120,37.8,hn,2.724275869600789
Mexico,1935,2830,40.7,mx,2.8497264441963277
Nicaragua,1935,2840,33.6,ni,2.8512583487190755
Panama,1935,3150,40.2,pa,2.896250562461638
Paraguay,1935,3480,41.6,py,2.9395192526186187
Peru,1935,4050,33.1,pe,3.005395031886706
Spain,1935,4400,52.6,es,3.041392685158225
Uruguay,1935,6850,46,uy,3.2336305801644634
Venezuela,1935,4830,34.4,ve,3.0818871394235496
Argentina,1936,7010,54.7,ar,3.243658026638696
Bolivia,1936,2580,35.1,bo,2.8095597146352675
Brazil,1936,2330,35.8,br,2.7652959296980564
Chile,1936,4070,39.6,cl,3.007534417897258
Colombia,1936,2650,37.4,co,2.8211858826088454
Costa Rica,1936,2410,46,cr,2.779957051246906
Cuba,1936,5800,46.1,cu,3.161368002234975
Dominican Republic,1936,1620,33.1,do,2.6074550232146687
Ecuador,1936,1980,34.9,ec,2.694605198933569
El Salvador,1936,2330,34,sv,2.7652959296980564
Guatemala,1936,3460,26.9,gt,2.9370161074648142
Honduras,1936,2110,38.2,hn,2.72222246396973
Mexico,1936,3010,38.6,mx,2.876506504265881
Nicaragua,1936,2200,34.2,ni,2.7403626894942437
Panama,1936,3190,40.9,pa,2.901730691729219
Paraguay,1936,3520,43.2,py,2.9444826721501687
Peru,1936,4140,33.1,pe,3.0149403497929366
Spain,1936,3400,50.7,es,2.929418925714293
Uruguay,1936,6980,47.4,uy,3.241795431295199
Venezuela,1936,4980,34.6,ve,3.095169351431755
Argentina,1937,7360,55.6,ar,3.2648178230095364
Bolivia,1937,2610,35.1,bo,2.8145805160103188
Brazil,1937,2370,36.3,br,2.7726883546821415
Chile,1937,4540,39.7,cl,3.0549958615291417
Colombia,1937,2650,38,co,2.8211858826088454
Costa Rica,1937,2720,46.5,cr,2.832508912706236
Cuba,1937,6650,46.7,cu,3.220761653975142
Dominican Republic,1937,1650,34.2,do,2.6154239528859438
Ecuador,1937,2030,34.9,ec,2.7054360465852505
El Salvador,1937,2510,34.7,sv,2.797613730153076
Guatemala,1937,3300,27.6,gt,2.916453948549925
Honduras,1937,1980,38.6,hn,2.694605198933569
Mexico,1937,3060,37.1,mx,2.8836614351536176
Nicaragua,1937,2320,34.8,ni,2.7634279935629373
Panama,1937,3220,41.6,pa,2.9057958803678687
Paraguay,1937,3560,44.8,py,2.949390006644913
Peru,1937,4090,33.1,pe,3.0096633166793794
Spain,1937,3110,47.1,es,2.890700397698875
Uruguay,1937,6910,48.7,uy,3.237418056046236
Venezuela,1937,5490,35.8,ve,3.1375123531221294
Argentina,1938,7220,56.5,ar,3.256477206241677
Bolivia,1938,2630,35.2,bo,2.8178957571617955
Brazil,1938,2410,36.8,br,2.779957051246906
Chile,1938,4500,40.7,cl,3.0511525224473814
Colombia,1938,2770,38.7,co,2.840419777736486
