country,year,gdpPercap,lifeExp,code,log_gdppc
Bolivia,1827,915,33,bo,2.359361102738486
Brazil,1827,1130,32,br,2.4510184521554574
Chile,1827,1000,32,cl,2.3979400086720375
Colombia,1827,983,32,co,2.3904935265041733
Costa Rica,1827,841,30.2,cr,2.3227360044699497
Cuba,1827,1180,35.9,cu,2.469822015978163
Dominican Republic,1827,695,29.9,do,2.2399248132621516
Ecuador,1827,555,32.9,ec,2.142232991794714
El Salvador,1827,1040,28.7,sv,2.4149733479708178
Guatemala,1827,910,25.8,gt,2.3569814009931314
Honduras,1827,740,33.9,hn,2.2671717284030137
Mexico,1827,1360,26.9,mx,2.531478917042255
Nicaragua,1827,1050,25.4,ni,2.4191293077419758
Panama,1827,919,32.9,pa,2.361255520058149
Paraguay,1827,914,35.5,py,2.358886204405869
Peru,1827,1230,35.7,pe,2.4878451201114355
Spain,1827,1550,29.5,es,2.588271706842329
Uruguay,1827,2080,32.9,uy,2.716003343634799
Venezuela,1827,705,32.2,ve,2.2461291256634364
Argentina,1828,1690,33.2,ar,2.625826713285711
Bolivia,1828,924,33,bo,2.3636119798921444
Brazil,1828,1130,32,br,2.4510184521554574
Chile,1828,995,32,cl,2.395763089417763
Colombia,1828,985,32,co,2.391376239169649
Costa Rica,1828,850,30.2,cr,2.3273589343863303
Cuba,1828,1200,35.8,cu,2.4771212547196626
Dominican Republic,1828,699,29.9,do,2.242417184417719
Ecuador,1828,558,32.9,ec,2.144574207609616
El Salvador,1828,1050,28.7,sv,2.4191293077419758
Guatemala,1828,917,25.8,gt,2.360309344342059
Honduras,1828,749,33.9,hn,2.272421826371504
Mexico,1828,1360,26.9,mx,2.531478917042255
Nicaragua,1828,1060,25.4,ni,2.423245873936808
Panama,1828,930,32.9,pa,2.3664229572259727
Paraguay,1828,926,35.5,py,2.364550995353972
Peru,1828,1230,35.7,pe,2.4878451201114355
Spain,1828,1550,29.5,es,2.588271706842329
Uruguay,1828,2130,32.9,uy,2.726319612110775
Venezuela,1828,708,32.2,ve,2.247973266361807
Argentina,1829,1720,33.2,ar,2.6334684555795866
Bolivia,1829,932,33,bo,2.367355921026019
Brazil,1829,1130,32,br,2.4510184521554574
Chile,1829,1000,32,cl,2.3979400086720375
Colombia,1829,988,32,co,2.392696953259666
Costa Rica,1829,860,30.2,cr,2.3324384599156054
Cuba,1829,1210,35.6,cu,2.4807253789884878
Dominican Republic,1829,702,29.9,do,2.244277120801843
Ecuador,1829,562,32.9,ec,2.1476763242410986
El Salvador,1829,1050,28.7,sv,2.4191293077419758
Guatemala,1829,925,25.8,gt,2.3640817414110704
Honduras,1829,759,33.9,hn,2.278181784567518
Mexico,1829,1360,26.9,mx,2.531478917042255
Nicaragua,1829,1070,25.4,ni,2.427323786357247
Panama,1829,940,32.9,pa,2.3710678622717363
Paraguay,1829,937,35.5,py,2.3696795995598157
Peru,1829,1240,35.7,pe,2.4913616938342726
Spain,1829,1560,29.5,es,2.591064607026499
Uruguay,1829,2180,32.9,uy,2.7363965022766426
Venezuela,1829,711,32.2,ve,2.249809609401804
Argentina,1830,1740,33.2,ar,2.6384892569546374
Bolivia,1830,941,33,bo,2.3715296320992945
Brazil,1830,1140,32,br,2.45484486000851
Chile,1830,986,32,cl,2.391816923613249
Colombia,1830,990,32,co,2.3935752032695876
Costa Rica,1830,869,30.2,cr,2.3369597851207042
Cuba,1830,1220,35.7,cu,2.484299839346786
Dominican Republic,1830,706,29.9,do,2.2467447097238415
Ecuador,1830,566,32.9,ec,2.150756439860309
El Salvador,1830,1060,28.7,sv,2.423245873936808
Guatemala,1830,932,25.8,gt,2.367355921026019
Honduras,1830,769,33.9,hn,2.2838663484734685
Mexico,1830,1350,26.9,mx,2.5282737771670436
Nicaragua,1830,1090,25.4,ni,2.4353665066126613
Panama,1830,951,32.9,pa,2.3761205256094518
Paraguay,1830,949,35.5,py,2.3752062210993303
Peru,1830,1240,35.7,pe,2.4913616938342726
Spain,1830,1560,29.5,es,2.591064607026499
Uruguay,1830,2230,32.9,uy,2.746244871720198
Venezuela,1830,715,32.2,ve,2.252246050473118
Argentina,1831,1770,33.2,ar,2.6459132750338443
Bolivia,1831,950,33,bo,2.3756636139608855
Brazil,1831,1140,32,br,2.45484486000851
Chile,1831,985,32,cl,2.391376239169649
Colombia,1831,993,32,co,2.394889257167419
Costa Rica,1831,879,30.2,cr,2.3419288837458097
Cuba,1831,1240,35.9,cu,2.4913616938342726
Dominican Republic,1831,710,29.9,do,2.249198357391113
Ecuador,1831,569,32.9,ec,2.153052275067109
El Salvador,1831,1070,28.7,sv,2.427323786357247
Guatemala,1831,940,25.8,gt,2.3710678622717363
Honduras,1831,779,33.9,hn,2.2894774663446023
Mexico,1831,1350,26.9,mx,2.5282737771670436
Nicaragua,1831,1100,25.4,ni,2.439332693830263
Panama,1831,962,32.9,pa,2.3811150807098507
Paraguay,1831,961,35.5,py,2.3806633963405828
Peru,1831,1240,35.7,pe,2.4913616938342726
Spain,1831,1560,29.5,es,2.591064607026499
Uruguay,1831,2280,32.9,uy,2.7558748556724915
Venezuela,1831,718,32.2,ve,2.254064452914338
Argentina,1832,1790,33.2,ar,2.650793039651931
Bolivia,1832,959,33,bo,2.379758615842701
Brazil,1832,1140,32,br,2.45484486000851
Chile,1832,998,32,cl,2.397070549959409
Colombia,1832,995,32,co,2.395763089417763
Costa Rica,1832,889,30.2,cr,2.346841769642251
Cuba,1832,1250,36,cu,2.494850021680094
Dominican Republic,1832,714,29.9,do,2.251638220448212
Ecuador,1832,573,32.9,ec,2.1560946306394277
El Salvador,1832,1080,28.7,sv,2.4313637641589874
Guatemala,1832,948,25.8,gt,2.374748346010104
Honduras,1832,789,33.9,hn,2.295017011881458
Mexico,1832,1350,26.9,mx,2.5282737771670436
Nicaragua,1832,1110,25.4,ni,2.443262987458695
Panama,1832,973,32.9,pa,2.3860528489403894
Paraguay,1832,973,35.5,py,2.3860528489403894
Peru,1832,1250,35.7,pe,2.494850021680094
Spain,1832,1570,29.5,es,2.5938396610812715
Uruguay,1832,2340,32.9,uy,2.7671558660821804
Venezuela,1832,721,32.2,ve,2.2558752733914664
Argentina,1833,1820,33.2,ar,2.6580113966571126
Bolivia,1833,968,33,bo,2.383815365980431
Brazil,1833,1140,32,br,2.45484486000851
Chile,1833,994,32,cl,2.395326393069351
Colombia,1833,998,32,co,2.397070549959409
Costa Rica,1833,899,30.2,cr,2.351699700405266
Cuba,1833,1270,36.2,cu,2.5017437296279943
Dominican Republic,1833,718,29.9,do,2.254064452914338
Ecuador,1833,576,32.9,ec,2.1583624920952498
El Salvador,1833,1090,28.7,sv,2.4353665066126613
Guatemala,1833,956,25.8,gt,2.3783979009481375
Honduras,1833,799,33.9,hn,2.300486787986029
Mexico,1833,1340,26.9,mx,2.525044807036845
Nicaragua,1833,1120,25.4,ni,2.4471580313422194
Panama,1833,984,32.9,pa,2.3909351071033793
Paraguay,1833,985,35.5,py,2.391376239169649
Peru,1833,1250,35.7,pe,2.494850021680094
Spain,1833,1570,29.5,es,2.5938396610812715
Uruguay,1833,2390,32.9,uy,2.7763379096201755
Venezuela,1833,724,32.2,ve,2.2576785748691846
Argentina,1834,1840,33.2,ar,2.662757831681574
Bolivia,1834,977,33,bo,2.3878345723908105
Brazil,1834,1150,32,br,2.4586378490256493
Chile,1834,1020,32,cl,2.406540180433955
Colombia,1834,1000,32,co,2.3979400086720375
Costa Rica,1834,909,30.2,cr,2.356503891894005
Cuba,1834,1280,36.3,cu,2.505149978319906
Dominican Republic,1834,722,29.9,do,2.256477206241677
Ecuador,1834,580,32.9,ec,2.161368002234975
El Salvador,1834,1100,28.7,sv,2.439332693830263
Guatemala,1834,963,25.8,gt,2.381566295796572
Honduras,1834,809,33.9,hn,2.3058885302843097
Mexico,1834,1340,26.9,mx,2.525044807036845
Nicaragua,1834,1130,25.4,ni,2.4510184521554574
Panama,1834,995,32.9,pa,2.395763089417763
Paraguay,1834,998,35.5,py,2.397070549959409
Peru,1834,1250,35.7,pe,2.494850021680094
Spain,1834,1570,29.5,es,2.5938396610812715
Uruguay,1834,2450,32.9,uy,2.78710609303657
Venezuela,1834,727,32.2,ve,2.2594744195310756
Argentina,1835,1870,33.2,ar,2.6697816152085365
Bolivia,1835,987,33,bo,2.3922571613416745
Brazil,1835,1150,32,br,2.4586378490256493
Chile,1835,1040,32,cl,2.4149733479708178
Colombia,1835,1000,32,co,2.3979400086720375
Costa Rica,1835,919,30.2,cr,2.361255520058149
Cuba,1835,1300,36.4,cu,2.5118833609788744
Dominican Republic,1835,726,29.9,do,2.258876629372131
Ecuador,1835,584,32.9,ec,2.164352855784437
El Salvador,1835,1110,28.7,sv,2.443262987458695
Guatemala,1835,971,25.8,gt,2.3851592385800426
Honduras,1835,819,33.9,hn,2.311223910432456
Mexico,1835,1340,26.9,mx,2.525044807036845
Nicaragua,1835,1140,25.4,ni,2.45484486000851
Panama,1835,1010,32.9,pa,2.40226138245468
Paraguay,1835,1010,35.5,py,2.40226138245468
Peru,1835,1260,35.7,pe,2.4983105537896004
Spain,1835,1580,29.5,es,2.59659709562646
Uruguay,1835,2510,32.9,uy,2.797613730153076
Venezuela,1835,731,32.2,ve,2.2618573856298982
Argentina,1836,1900,33.2,ar,2.6766936096248664
Bolivia,1836,996,33,bo,2.3961993470957363
Brazil,1836,1150,32,br,2.4586378490256493
Chile,1836,1030,32,cl,2.41077723337721
Colombia,1836,1010,32,co,2.40226138245468
Costa Rica,1836,929,30.2,cr,2.3659557226656793
Cuba,1836,1310,36.4,cu,2.515211304327802
Dominican Republic,1836,730,29.9,do,2.2612628687924934
Ecuador,1836,588,32.9,ec,2.167317334748176
El Salvador,1836,1120,28.7,sv,2.4471580313422194
Guatemala,1836,979,25.8,gt,2.3887227004751757
Honduras,1836,830,33.9,hn,2.3170181010481117
Mexico,1836,1330,26.9,mx,2.5217916496391233
Nicaragua,1836,1160,25.4,ni,2.462397997898956
Panama,1836,1020,32.9,pa,2.406540180433955
Paraguay,1836,1020,35.5,py,2.406540180433955
Peru,1836,1260,35.7,pe,2.4983105537896004
Spain,1836,1580,29.5,es,2.59659709562646
Uruguay,1836,2570,32.9,uy,2.807873132003332
Venezuela,1836,734,32.2,ve,2.263636068588108
Argentina,1837,1920,33.2,ar,2.681241237375587
Bolivia,1837,1010,33,bo,2.40226138245468
Brazil,1837,1150,32,br,2.4586378490256493
Chile,1837,1060,32,cl,2.423245873936808
Colombia,1837,1010,32,co,2.40226138245468
Costa Rica,1837,940,30.2,cr,2.3710678622717363
Cuba,1837,1330,36.5,cu,2.5217916496391233
Dominican Republic,1837,734,29.9,do,2.263636068588108
Ecuador,1837,591,32.9,ec,2.169527489553293
El Salvador,1837,1130,28.7,sv,2.4510184521554574
Guatemala,1837,987,25.8,gt,2.3922571613416745
Honduras,1837,841,33.9,hn,2.3227360044699497
Mexico,1837,1330,26.9,mx,2.5217916496391233
Nicaragua,1837,1170,25.4,ni,2.466125870418199
Panama,1837,1030,32.9,pa,2.41077723337721
Paraguay,1837,1040,35.5,py,2.4149733479708178
Peru,1837,1260,35.7,pe,2.4983105537896004
Spain,1837,1590,29.5,es,2.5993371329924893
Uruguay,1837,2630,32.9,uy,2.8178957571617955
Venezuela,1837,737,32.2,ve,2.2654074965310893
Argentina,1838,1950,33.2,ar,2.687974620034556
Bolivia,1838,1020,33,bo,2.406540180433955
Brazil,1838,1160,32,br,2.462397997898956
Chile,1838,1060,32,cl,2.423245873936808
Colombia,1838,1010,32,co,2.40226138245468
Costa Rica,1838,950,30.2,cr,2.3756636139608855
Cuba,1838,1340,36.5,cu,2.525044807036845
Dominican Republic,1838,738,29.9,do,2.265996370495079
Ecuador,1838,595,32.9,ec,2.1724569744005873
El Salvador,1838,1140,28.7,sv,2.45484486000851
Guatemala,1838,995,25.8,gt,2.395763089417763
Honduras,1838,851,33.9,hn,2.3278695687566255
Mexico,1838,1330,26.9,mx,2.5217916496391233
Nicaragua,1838,1180,25.4,ni,2.469822015978163
Panama,1838,1040,32.9,pa,2.4149733479708178
Paraguay,1838,1050,35.5,py,2.4191293077419758
Peru,1838,1270,35.7,pe,2.5017437296279943
Spain,1838,1590,29.5,es,2.5993371329924893
Uruguay,1838,2690,32.9,uy,2.8276922886744456
Venezuela,1838,740,32.2,ve,2.2671717284030137
Argentina,1839,1980,33.2,ar,2.694605198933569
Bolivia,1839,1030,33,bo,2.41077723337721
Brazil,1839,1160,32,br,2.462397997898956
Chile,1839,1060,32,cl,2.423245873936808
Colombia,1839,1010,32,co,2.40226138245468
Costa Rica,1839,961,30.2,cr,2.3806633963405828
Cuba,1839,1360,36.6,cu,2.531478917042255
Dominican Republic,1839,742,29.9,do,2.268343913951065
Ecuador,1839,599,32.9,ec,2.175366831061349
El Salvador,1839,1150,28.7,sv,2.4586378490256493
Guatemala,1839,1000,25.8,gt,2.3979400086720375
Honduras,1839,862,33.9,hn,2.3334472744967503
Mexico,1839,1330,26.9,mx,2.5217916496391233
Nicaragua,1839,1190,25.4,ni,2.4734869700645685
Panama,1839,1050,32.9,pa,2.4191293077419758
Paraguay,1839,1060,35.5,py,2.423245873936808
Peru,1839,1270,35.7,pe,2.5017437296279943
Spain,1839,1590,29.5,es,2.5993371329924893
Uruguay,1839,2750,32.9,uy,2.8372727025023003
Venezuela,1839,744,32.2,ve,2.2695129442179165
Argentina,1840,2010,33.2,ar,2.7011360660925265
Bolivia,1840,1040,33,bo,2.4149733479708178
Brazil,1840,1160,32,br,2.462397997898956
Chile,1840,1120,32,cl,2.4471580313422194
Colombia,1840,1020,32,co,2.406540180433955
Costa Rica,1840,972,30.2,cr,2.385606273598312
Cuba,1840,1370,36.5,cu,2.534660575828444
Dominican Republic,1840,746,29.9,do,2.2706788361447066
Ecuador,1840,603,32.9,ec,2.1782573208121887
El Salvador,1840,1160,28.7,sv,2.462397997898956
Guatemala,1840,1010,25.8,gt,2.40226138245468
Honduras,1840,873,33.9,hn,2.3389542523776075
Mexico,1840,1320,26.9,mx,2.5185139398778875
Nicaragua,1840,1210,25.4,ni,2.4807253789884878
Panama,1840,1060,32.9,pa,2.423245873936808
Paraguay,1840,1080,35.5,py,2.4313637641589874
Peru,1840,1270,35.7,pe,2.5017437296279943
Spain,1840,1600,29.5,es,2.6020599913279625
Uruguay,1840,2820,32.9,uy,2.848189116991399
Venezuela,1840,747,32.2,ve,2.2712606104874364
Argentina,1841,2040,33.2,ar,2.7075701760979363
Bolivia,1841,1040,33,bo,2.4149733479708178
Brazil,1841,1160,32,br,2.462397997898956
Chile,1841,1120,32,cl,2.4471580313422194
Colombia,1841,1020,32,co,2.406540180433955
Costa Rica,1841,983,30.2,cr,2.3904935265041733
Cuba,1841,1390,36.4,cu,2.540954808926133
Dominican Republic,1841,750,29.9,do,2.2730012720637376
Ecuador,1841,607,32.9,ec,2.1811286997472954
El Salvador,1841,1170,28.7,sv,2.466125870418199
Guatemala,1841,1020,25.8,gt,2.406540180433955
Honduras,1841,885,33.9,hn,2.344883279369863
Mexico,1841,1320,26.9,mx,2.5185139398778875
Nicaragua,1841,1220,25.4,ni,2.484299839346786
Panama,1841,1080,32.9,pa,2.4313637641589874
Paraguay,1841,1090,35.5,py,2.4353665066126613
Peru,1841,1280,35.7,pe,2.505149978319906
Spain,1841,1600,29.5,es,2.6020599913279625
Uruguay,1841,2880,32.9,uy,2.8573324964312685
Venezuela,1841,750,32.2,ve,2.2730012720637376
Argentina,1842,2060,33.2,ar,2.711807229041191
Bolivia,1842,1050,33,bo,2.4191293077419758
Brazil,1842,1170,32,br,2.466125870418199
Chile,1842,1130,32,cl,2.4510184521554574
Colombia,1842,1020,32,co,2.406540180433955
Costa Rica,1842,994,30.2,cr,2.395326393069351
Cuba,1842,1410,36.2,cu,2.5471591213274176
Dominican Republic,1842,754,29.9,do,2.2753113545418118
Ecuador,1842,611,32.9,ec,2.183981218914592
El Salvador,1842,1180,28.7,sv,2.469822015978163
Guatemala,1842,1030,25.8,gt,2.41077723337721
Honduras,1842,896,33.9,hn,2.3502480183341627
Mexico,1842,1320,26.9,mx,2.5185139398778875
Nicaragua,1842,1230,25.4,ni,2.4878451201114355
Panama,1842,1090,32.9,pa,2.4353665066126613
Paraguay,1842,1100,35.5,py,2.439332693830263
Peru,1842,1280,35.7,pe,2.505149978319906
Spain,1842,1610,29.5,es,2.6047658847038875
Uruguay,1842,2950,32.9,uy,2.8677620246502005
Venezuela,1842,754,32.2,ve,2.2753113545418118
Argentina,1843,2090,33.2,ar,2.7180862947830917
Bolivia,1843,1060,33,bo,2.423245873936808
Brazil,1843,1170,32,br,2.466125870418199
Chile,1843,1150,32,cl,2.4586378490256493
Colombia,1843,1020,32,co,2.406540180433955
Costa Rica,1843,1010,30.2,cr,2.40226138245468
Cuba,1843,1420,36.1,cu,2.550228353055094
Dominican Republic,1843,758,29.9,do,2.2776092143040914
Ecuador,1843,615,32.9,ec,2.1868151244474543
El Salvador,1843,1190,28.7,sv,2.4734869700645685
Guatemala,1843,1040,25.8,gt,2.4149733479708178
Honduras,1843,907,33.9,hn,2.355547295732133
Mexico,1843,1310,26.9,mx,2.515211304327802
Nicaragua,1843,1250,25.4,ni,2.494850021680094
Panama,1843,1100,32.9,pa,2.439332693830263
Paraguay,1843,1120,35.5,py,2.4471580313422194
Peru,1843,1280,35.7,pe,2.505149978319906
Spain,1843,1610,29.5,es,2.6047658847038875
Uruguay,1843,3020,32.9,uy,2.8779469516291885
Venezuela,1843,757,32.2,ve,2.2770358881721102
Argentina,1844,2120,33.2,ar,2.724275869600789
Bolivia,1844,1080,33,bo,2.4313637641589874
Brazil,1844,1170,32,br,2.466125870418199
Chile,1844,1160,32,cl,2.462397997898956
Colombia,1844,1030,32,co,2.41077723337721
Costa Rica,1844,1020,30.2,cr,2.406540180433955
Cuba,1844,1440,36,cu,2.5563025007672873
Dominican Republic,1844,762,29.9,do,2.279894980011638
Ecuador,1844,618,32.9,ec,2.1889284837608534
El Salvador,1844,1200,28.7,sv,2.4771212547196626
Guatemala,1844,1050,25.8,gt,2.4191293077419758
Honduras,1844,919,33.9,hn,2.361255520058149
Mexico,1844,1310,26.9,mx,2.515211304327802
Nicaragua,1844,1260,25.4,ni,2.4983105537896004
Panama,1844,1110,32.9,pa,2.443262987458695
Paraguay,1844,1130,35.5,py,2.4510184521554574
Peru,1844,1290,35.7,pe,2.5085297189712867
Spain,1844,1610,29.5,es,2.6047658847038875
Uruguay,1844,3090,32.9,uy,2.887898488096872
Venezuela,1844,760,32.2,ve,2.278753600952829
Argentina,1845,2150,33.2,ar,2.730378468587643
Bolivia,1845,1090,33,bo,2.4353665066126613
Brazil,1845,1170,32,br,2.466125870418199
Chile,1845,1180,32,cl,2.469822015978163
Colombia,1845,1030,32,co,2.41077723337721
Costa Rica,1845,1030,30.2,cr,2.41077723337721
Cuba,1845,1460,36,cu,2.5622928644564746
Dominican Republic,1845,766,29.9,do,2.2821687783046416
Ecuador,1845,622,32.9,ec,2.1917303933628562
El Salvador,1845,1210,28.7,sv,2.4807253789884878
Guatemala,1845,1050,25.8,gt,2.4191293077419758
Honduras,1845,931,33.9,hn,2.36688968965338
Mexico,1845,1310,26.9,mx,2.515211304327802
Nicaragua,1845,1270,25.4,ni,2.5017437296279943
Panama,1845,1130,32.9,pa,2.4510184521554574
Paraguay,1845,1150,35.5,py,2.4586378490256493
Peru,1845,1290,35.7,pe,2.5085297189712867
Spain,1845,1620,29.5,es,2.6074550232146687
Uruguay,1845,3170,32.9,uy,2.898999270889789
Venezuela,1845,764,32.2,ve,2.2810333672477277
Argentina,1846,2190,33.2,ar,2.738384123512156
Bolivia,1846,1100,33,bo,2.439332693830263
Brazil,1846,1180,32,br,2.469822015978163
Chile,1846,1210,32,cl,2.4807253789884878
Colombia,1846,1030,32,co,2.41077723337721
Costa Rica,1846,1040,30.2,cr,2.4149733479708178
Cuba,1846,1470,36.1,cu,2.5652573434202135
Dominican Republic,1846,770,29.9,do,2.2844307338445193
Ecuador,1846,626,32.9,ec,2.194514341882467
El Salvador,1846,1220,28.7,sv,2.484299839346786
Guatemala,1846,1060,25.8,gt,2.423245873936808
Honduras,1846,943,33.9,hn,2.372451701409366
Mexico,1846,1310,26.9,mx,2.515211304327802
Nicaragua,1846,1290,25.4,ni,2.5085297189712867
Panama,1846,1140,32.9,pa,2.45484486000851
Paraguay,1846,1160,35.5,py,2.462397997898956
Peru,1846,1290,35.7,pe,2.5085297189712867
Spain,1846,1620,29.5,es,2.6074550232146687
Uruguay,1846,3240,32.9,uy,2.90848501887865
Venezuela,1846,767,32.2,ve,2.2827353726210187
Argentina,1847,2220,33.2,ar,2.7442929831226763
Bolivia,1847,1110,33,bo,2.443262987458695
Brazil,1847,1180,32,br,2.469822015978163
Chile,1847,1220,32,cl,2.484299839346786
Colombia,1847,1040,32,co,2.4149733479708178
Costa Rica,1847,1050,30.2,cr,2.4191293077419758
Cuba,1847,1490,36.1,cu,2.5711262770843115
Dominican Republic,1847,774,29.9,do,2.28668096935493
Ecuador,1847,630,32.9,ec,2.197280558125619
El Salvador,1847,1230,28.7,sv,2.4878451201114355
Guatemala,1847,1070,25.8,gt,2.427323786357247
Honduras,1847,955,33.9,hn,2.377943380255784
Mexico,1847,1300,26.9,mx,2.5118833609788744
Nicaragua,1847,1300,25.4,ni,2.5118833609788744
Panama,1847,1150,32.9,pa,2.4586378490256493
Paraguay,1847,1170,35.5,py,2.466125870418199
Peru,1847,1300,35.7,pe,2.5118833609788744
Spain,1847,1620,29.5,es,2.6074550232146687
Uruguay,1847,3320,32.9,uy,2.9190780923760737
Venezuela,1847,770,32.2,ve,2.2844307338445193
Argentina,1848,2250,33.2,ar,2.7501225267834
Bolivia,1848,1120,33,bo,2.4471580313422194
Brazil,1848,1180,32,br,2.469822015978163
Chile,1848,1260,32,cl,2.4983105537896004
Colombia,1848,1040,32,co,2.4149733479708178
Costa Rica,1848,1060,30.2,cr,2.423245873936808
Cuba,1848,1510,36.2,cu,2.576916955965207
Dominican Republic,1848,779,29.9,do,2.2894774663446023
Ecuador,1848,634,32.9,ec,2.2000292665537704
El Salvador,1848,1240,28.7,sv,2.4913616938342726
Guatemala,1848,1080,25.8,gt,2.4313637641589874
Honduras,1848,967,33.9,hn,2.383366482755039
Mexico,1848,1300,26.9,mx,2.5118833609788744
Nicaragua,1848,1310,25.4,ni,2.515211304327802
Panama,1848,1170,32.9,pa,2.466125870418199
Paraguay,1848,1190,35.5,py,2.4734869700645685
Peru,1848,1300,35.7,pe,2.5118833609788744
Spain,1848,1630,29.5,es,2.6101276130759956
Uruguay,1848,3400,32.9,uy,2.929418925714293
Venezuela,1848,774,32.2,ve,2.28668096935493
Argentina,1849,2280,33.2,ar,2.7558748556724915
Bolivia,1849,1130,33,bo,2.4510184521554574
Brazil,1849,1180,32,br,2.469822015978163
Chile,1849,1330,32,cl,2.5217916496391233
Colombia,1849,1040,32,co,2.4149733479708178
Costa Rica,1849,1080,30.2,cr,2.4313637641589874
Cuba,1849,1530,36.2,cu,2.5826314394896364
Dominican Republic,1849,783,29.9,do,2.291701770729981
Ecuador,1849,639,32.9,ec,2.2034408668304377
El Salvador,1849,1250,28.7,sv,2.494850021680094
Guatemala,1849,1090,25.8,gt,2.4353665066126613
Honduras,1849,980,33.9,hn,2.3891660843645326
Mexico,1849,1300,26.9,mx,2.5118833609788744
Nicaragua,1849,1330,25.4,ni,2.5217916496391233
Panama,1849,1180,32.9,pa,2.469822015978163
Paraguay,1849,1200,35.5,py,2.4771212547196626
Peru,1849,1300,35.7,pe,2.5118833609788744
Spain,1849,1630,29.5,es,2.6101276130759956
Uruguay,1849,3480,32.9,uy,2.9395192526186187
Venezuela,1849,777,32.2,ve,2.288361027472952
Argentina,1850,2310,33.2,ar,2.761551988564182
Bolivia,1850,1140,33,bo,2.45484486000851
Brazil,1850,1190,32,br,2.4734869700645685
Chile,1850,1390,32,cl,2.540954808926133
Colombia,1850,1040,32,co,2.4149733479708178
Costa Rica,1850,1090,30.2,cr,2.4353665066126613
Cuba,1850,1540,36.3,cu,2.5854607295085006
Dominican Republic,1850,787,29.9,do,2.2939147410311023
Ecuador,1850,643,32.9,ec,2.20615098159626
El Salvador,1850,1260,28.7,sv,2.4983105537896004
Guatemala,1850,1100,25.8,gt,2.439332693830263
Honduras,1850,992,33.9,hn,2.3944516808262164
Mexico,1850,1290,26.9,mx,2.5085297189712867
Nicaragua,1850,1340,25.4,ni,2.525044807036845
Panama,1850,1190,32.9,pa,2.4734869700645685
